"","SRR14862052ReadsPerGene.out.tab","SRR14862053ReadsPerGene.out.tab","SRR14862054ReadsPerGene.out.tab","SRR14862055ReadsPerGene.out.tab","SRR14862056ReadsPerGene.out.tab","SRR14862057ReadsPerGene.out.tab","SRR14862058ReadsPerGene.out.tab","SRR14862059ReadsPerGene.out.tab","SRR14862060ReadsPerGene.out.tab"
"ENSG00000139656.7",0,1,0,0,0,1,1,0,0
"ENSG00000235285.1",0,1,1,1,1,1,2,1,1
"ENSG00000276854.1",0,0,0,1,0,0,0,0,1
"ENSG00000276319.1",0,0,0,0,0,0,0,0,0
"ENSG00000230731.3",0,0,1,0,0,3,0,0,1
"ENSG00000277831.1",7,7,4,8,3,6,8,10,5
"ENSG00000151778.11",92,106,141,111,128,109,137,115,93
"ENSG00000237361.3",10,8,27,21,12,15,16,10,12
"ENSG00000102804.15",1460,1611,1916,1630,1814,1925,1746,1602,1625
"ENSG00000280357.1",0,0,0,0,0,0,0,0,0
"ENSG00000225727.3",7,5,3,6,2,6,7,3,3
"ENSG00000278156.2",12,25,21,13,19,23,8,12,17
"ENSG00000230793.1",4,4,2,1,4,1,4,4,7
"ENSG00000237585.1",1,1,2,0,3,4,0,0,1
"ENSG00000276527.1",6,4,9,3,6,11,3,4,5
"ENSG00000235097.1",0,0,0,0,0,0,0,0,0
"ENSG00000083635.8",306,329,389,351,372,401,451,371,335
"ENSG00000223732.2",0,1,0,0,0,0,0,0,0
"ENSG00000133114.18",808,920,1076,980,1057,1159,1137,909,953
"ENSG00000265802.2",7,11,11,7,6,12,4,7,19
"ENSG00000223341.1",0,0,0,0,0,0,0,0,0
"ENSG00000188342.12",542,535,579,540,693,537,755,534,450
"ENSG00000271818.1",1,7,4,2,4,5,2,0,3
"ENSG00000277358.1",1,2,3,3,1,1,1,2,2
"ENSG00000180332.7",5,17,26,5,9,22,11,18,18
"ENSG00000270381.1",1,3,5,1,1,6,0,7,6
"ENSG00000133112.17",10150,11188,12119,10137,14338,12891,13875,11669,9992
"ENSG00000253051.1",0,0,0,0,0,0,0,0,0
"ENSG00000199477.1",2,3,2,2,2,3,3,3,1
"ENSG00000273149.1",0,0,0,0,0,0,0,0,0
"ENSG00000170919.16",213,301,326,204,258,348,205,254,296
"ENSG00000228886.1",9,17,19,15,15,18,10,11,31
"ENSG00000214455.4",0,0,0,0,1,0,0,0,0
"ENSG00000174032.17",252,478,337,276,531,344,379,463,263
"ENSG00000251015.1",1,0,0,0,0,0,0,0,0
"ENSG00000229303.1",0,0,0,0,0,0,0,0,0
"ENSG00000136152.15",752,898,969,817,998,1024,994,902,778
"ENSG00000165837.12",1,5,2,8,5,5,1,6,4
"ENSG00000200709.1",0,0,0,0,0,0,0,0,0
"ENSG00000232786.1",0,0,0,0,0,0,0,0,0
"ENSG00000228869.1",0,0,0,0,1,0,0,0,0
"ENSG00000235366.2",0,0,0,0,0,0,0,0,0
"ENSG00000237876.1",0,0,1,0,0,0,0,0,0
"ENSG00000174015.10",0,0,0,0,0,0,0,0,0
"ENSG00000274357.1",0,0,2,0,0,0,0,0,0
"ENSG00000215475.5",6,42,18,12,42,17,5,33,18
"ENSG00000123200.17",2951,2932,3516,3040,3497,3654,3647,3033,2927
"ENSG00000235903.9",31,23,42,31,36,42,30,28,35
"ENSG00000080618.17",7,8,19,13,13,30,9,15,29
"ENSG00000136167.15",344,49,220,407,42,228,417,45,188
"ENSG00000240767.3",0,0,1,2,0,0,1,1,2
"ENSG00000173988.13",61,44,66,65,34,67,74,35,62
"ENSG00000252854.1",1,0,2,1,3,2,3,1,2
"ENSG00000251106.1",1,0,0,0,0,0,0,0,0
"ENSG00000287863.1",0,0,0,0,0,0,0,0,0
"ENSG00000261097.1",0,0,0,0,0,0,0,0,0
"ENSG00000102445.20",2,1,4,1,2,1,1,3,2
"ENSG00000223336.1",1,1,0,1,1,0,2,0,1
"ENSG00000252385.1",0,0,0,0,0,0,0,0,0
"ENSG00000241353.3",0,0,0,0,0,0,0,0,0
"ENSG00000231817.9",0,0,0,0,0,0,1,1,0
"ENSG00000285576.1",0,0,0,0,0,0,0,0,0
"ENSG00000227019.2",0,0,0,0,0,0,0,0,0
"ENSG00000277228.1",0,0,0,0,0,0,0,0,0
"ENSG00000205105.6",0,0,1,1,2,0,1,1,2
"ENSG00000230243.1",0,0,0,0,0,0,0,0,0
"ENSG00000136141.15",1142,1341,1462,1317,1522,1505,1410,1395,1249
"ENSG00000278462.1",4,12,14,5,6,15,9,8,12
"ENSG00000139684.15",1451,1482,1588,1434,1898,1650,1988,1552,1268
"ENSG00000102468.11",0,0,1,0,2,0,0,0,0
"ENSG00000224517.6",0,0,0,0,0,0,0,0,0
"ENSG00000234590.1",0,0,0,0,0,0,0,0,0
"ENSG00000244521.3",0,1,0,2,1,0,1,2,0
"ENSG00000136143.16",916,871,958,934,1071,972,1198,932,818
"ENSG00000234145.1",2,0,2,1,0,1,1,0,1
"ENSG00000229423.2",0,0,1,0,0,0,0,0,0
"ENSG00000228573.1",0,0,0,1,0,2,1,0,0
"ENSG00000260388.2",13,13,34,26,19,33,18,22,21
"ENSG00000287456.1",12,6,9,6,12,18,9,10,15
"ENSG00000227848.1",2,5,7,3,6,9,5,3,9
"ENSG00000136159.4",510,428,524,542,575,584,763,446,449
"ENSG00000276968.1",13,8,8,10,8,10,6,13,11
"ENSG00000136146.15",475,465,536,477,584,540,607,439,444
"ENSG00000229111.1",6,6,9,2,6,3,4,4,10
"ENSG00000224510.2",0,0,0,0,0,0,0,0,0
"ENSG00000136156.15",3312,3563,3600,3445,4444,3735,4281,3734,2938
"ENSG00000231473.3",7,8,7,11,9,15,5,9,4
"ENSG00000139687.16",2758,2366,2745,2998,3018,2921,3675,2392,2364
"ENSG00000238086.5",4,14,12,15,4,9,13,11,18
"ENSG00000177197.7",4,3,7,9,7,9,4,3,8
"ENSG00000277684.1",0,4,6,2,4,1,3,0,3
"ENSG00000139679.16",32,60,79,65,50,73,50,55,83
"ENSG00000277233.1",2,4,4,6,4,1,0,3,4
"ENSG00000136161.13",131,138,141,135,192,148,148,183,122
"ENSG00000287599.1",1,1,2,1,4,0,3,0,1
"ENSG00000274929.1",6,4,7,7,8,4,6,7,8
"ENSG00000233456.1",0,0,0,0,0,0,0,0,0
"ENSG00000233610.1",0,0,0,0,0,0,0,0,0
"ENSG00000152207.8",15,101,44,18,119,42,28,91,37
"ENSG00000225131.2",14,14,16,14,18,11,11,10,6
"ENSG00000275202.1",30,42,31,28,46,35,42,53,36
"ENSG00000102531.16",3488,6112,4525,4025,7169,5003,4516,6093,3933
"ENSG00000201662.1",5,10,10,6,3,8,2,10,8
"ENSG00000223724.1",21,32,24,21,37,28,11,42,22
"ENSG00000199788.1",2,10,6,6,7,2,2,10,2
"ENSG00000235957.1",8,20,16,5,21,16,7,18,14
"ENSG00000231665.1",24,41,37,25,27,51,24,28,29
"ENSG00000102539.5",0,3,1,0,3,4,0,1,2
"ENSG00000274351.1",3,3,2,2,4,2,0,1,3
"ENSG00000102543.14",72,114,110,113,107,107,111,99,58
"ENSG00000102547.19",120,150,157,147,190,164,186,149,117
"ENSG00000136169.16",298,393,420,366,447,394,350,385,375
"ENSG00000236577.1",3,5,6,6,8,8,5,7,5
"ENSG00000136147.18",8,7,7,4,14,9,7,10,14
"ENSG00000136144.12",758,1058,1036,951,1288,1043,1067,1019,862
"ENSG00000176882.5",0,0,0,0,0,1,0,0,0
"ENSG00000152213.4",0,1,0,0,0,1,0,0,1
"ENSG00000123179.14",494,558,644,525,668,616,661,606,487
"ENSG00000102753.10",1821,1694,1884,2019,1994,2130,2414,1692,1596
"ENSG00000276436.1",2,0,3,4,2,0,1,1,1
"ENSG00000222148.1",0,0,0,0,0,0,0,0,0
"ENSG00000181358.3",0,0,0,0,0,0,0,1,0
"ENSG00000200064.1",0,0,0,0,0,0,0,0,0
"ENSG00000123178.15",187,185,176,201,226,206,223,188,177
"ENSG00000231607.13",249,216,282,308,220,324,346,227,258
"ENSG00000204977.10",1061,1201,1261,1134,1435,1418,1319,1138,1100
"ENSG00000264864.1",0,1,1,0,0,0,1,2,2
"ENSG00000198553.9",18,16,23,20,10,23,17,13,18
"ENSG00000277913.1",0,0,0,0,0,0,0,0,0
"ENSG00000277066.1",0,0,0,0,0,0,0,0,0
"ENSG00000208006.1",0,0,0,0,0,0,1,0,0
"ENSG00000283785.1",0,0,0,0,0,0,0,0,0
"ENSG00000274878.1",0,0,0,0,0,0,0,0,0
"ENSG00000273612.1",0,0,0,0,0,0,0,0,0
"ENSG00000277752.1",0,0,0,0,0,0,0,0,0
"ENSG00000275559.1",0,0,0,0,0,0,0,0,0
"ENSG00000176124.15",48,111,111,88,99,134,80,103,115
"ENSG00000276089.1",0,0,0,0,0,0,0,0,0
"ENSG00000214359.3",6,9,17,6,11,14,8,3,14
"ENSG00000273541.1",0,0,0,0,0,0,0,0,0
"ENSG00000274270.1",9,8,15,15,6,12,8,12,21
"ENSG00000232150.3",1,4,2,1,1,0,0,0,1
"ENSG00000223676.1",0,0,0,0,0,0,0,0,0
"ENSG00000286191.1",1,0,1,1,1,0,1,1,1
"ENSG00000186047.11",3,4,5,3,3,2,2,4,5
"ENSG00000200711.1",0,0,0,0,0,1,0,0,0
"ENSG00000233672.9",36,41,44,42,29,51,44,25,33
"ENSG00000136104.21",1175,1080,1302,1316,1130,1378,1424,1117,1145
"ENSG00000123201.14",0,0,0,0,0,1,0,1,0
"ENSG00000222920.1",0,0,0,0,0,0,0,0,0
"ENSG00000226792.7",0,0,0,0,0,0,0,0,0
"ENSG00000214878.2",0,0,0,0,0,0,0,0,0
"ENSG00000274652.1",0,0,0,0,0,0,0,0,0
"ENSG00000271242.1",0,0,0,0,0,0,0,0,0
"ENSG00000150510.17",379,1019,996,501,1117,863,490,1102,843
"ENSG00000253309.7",15,29,36,18,12,31,18,27,26
"ENSG00000266072.1",0,3,3,1,0,3,3,2,2
"ENSG00000102786.15",1415,1450,1974,1759,1586,2167,1826,1394,1824
"ENSG00000236778.8",18,27,31,20,22,29,21,15,28
"ENSG00000224892.6",2,10,12,9,9,10,7,13,9
"ENSG00000243900.3",0,0,0,0,0,0,0,0,0
"ENSG00000229906.1",0,0,0,1,0,0,0,0,0
"ENSG00000266611.1",0,0,0,0,0,0,0,0,0
"ENSG00000252141.1",0,0,0,0,0,0,0,0,0
"ENSG00000139668.9",952,811,1143,1093,849,1160,1133,800,1084
"ENSG00000206920.1",0,0,0,0,0,0,0,0,0
"ENSG00000242893.3",4,2,8,5,2,6,5,3,9
"ENSG00000224451.2",12,12,19,26,15,15,10,4,16
"ENSG00000285444.1",0,0,0,0,0,0,0,0,0
"ENSG00000102796.12",69,105,117,79,66,96,83,89,102
"ENSG00000231856.2",50,57,48,60,40,62,58,51,50
"ENSG00000281106.4",2,7,7,1,9,4,3,3,2
"ENSG00000123171.8",0,0,1,0,0,0,0,0,0
"ENSG00000232872.2",10,11,10,10,13,8,6,9,13
"ENSG00000279677.1",0,2,1,2,0,2,3,3,3
"ENSG00000123191.16",330,469,452,397,464,394,355,496,380
"ENSG00000236044.1",3,1,5,3,4,1,2,3,2
"ENSG00000253710.5",381,501,535,495,540,530,495,499,455
"ENSG00000253797.2",0,0,0,0,0,0,0,0,0
"ENSG00000197168.13",37,65,62,40,62,69,47,60,51
"ENSG00000273523.1",7,12,9,15,13,24,6,16,13
"ENSG00000136098.17",385,571,499,439,655,563,511,548,433
"ENSG00000243406.6",43,68,73,37,53,72,43,58,61
"ENSG00000217576.7",0,0,0,0,0,0,0,0,0
"ENSG00000285160.1",0,0,0,0,0,0,0,0,0
"ENSG00000285323.1",0,0,0,0,0,0,0,0,0
"ENSG00000272281.6",0,0,0,0,0,1,2,0,0
"ENSG00000271564.2",0,0,0,0,0,0,0,0,0
"ENSG00000136114.17",16,46,38,23,45,24,28,60,29
"ENSG00000199605.1",0,2,0,1,1,3,2,0,0
"ENSG00000136100.14",1198,1366,1461,1323,1547,1499,1510,1393,1312
"ENSG00000278238.1",8,10,13,12,11,13,12,9,17
"ENSG00000136108.15",3123,2699,3174,3317,3410,3405,4385,2694,2550
"ENSG00000235660.2",3,6,4,2,9,2,1,3,1
"ENSG00000244471.6",2,0,2,1,1,0,1,1,1
"ENSG00000280296.1",0,0,0,1,1,0,0,0,0
"ENSG00000273784.5",1,1,1,1,2,2,4,2,1
"ENSG00000250299.6",6,8,10,9,15,13,16,8,7
"ENSG00000139675.13",0,0,0,0,0,0,0,0,0
"ENSG00000273723.1",32,22,23,22,34,30,26,25,29
"ENSG00000165416.15",1563,1630,1990,1741,1781,2069,1785,1705,1785
"ENSG00000136110.13",0,1,4,2,0,3,0,3,1
"ENSG00000211579.2",0,0,0,0,0,0,0,0,0
"ENSG00000150276.8",1,0,1,0,0,0,0,0,0
"ENSG00000136099.13",0,2,1,0,1,1,0,3,2
"ENSG00000102837.7",1,0,0,0,0,2,1,0,1
"ENSG00000237092.2",0,0,0,0,0,0,0,0,0
"ENSG00000279325.1",0,0,0,0,0,0,0,0,0
"ENSG00000225510.2",0,0,0,0,1,0,0,0,0
"ENSG00000287722.1",0,0,0,0,0,0,0,0,0
"ENSG00000241613.3",0,0,0,0,0,0,0,0,0
"ENSG00000287247.1",0,0,0,0,0,0,0,0,0
"ENSG00000273919.1",0,0,0,0,0,0,0,0,0
"ENSG00000274316.1",0,0,0,0,0,0,0,0,0
"ENSG00000261517.2",0,0,0,0,0,0,0,0,0
"ENSG00000234787.8",0,0,0,0,0,0,0,0,0
"ENSG00000271652.1",0,0,0,0,0,0,0,0,0
"ENSG00000283126.1",0,0,0,0,0,0,0,0,0
"ENSG00000136149.6",39,30,34,32,34,32,46,36,31
"ENSG00000287460.1",0,0,0,0,0,0,0,1,0
"ENSG00000286537.1",0,0,0,0,0,0,0,0,0
"ENSG00000277047.5",0,0,0,0,0,0,0,0,0
"ENSG00000278630.1",0,0,0,0,0,0,0,0,0
"ENSG00000275071.1",0,0,0,0,0,0,0,0,0
"ENSG00000264387.1",0,0,0,0,0,0,0,0,0
"ENSG00000274090.1",0,0,0,0,0,0,0,1,0
"ENSG00000228611.2",0,0,0,0,0,0,0,0,0
"ENSG00000286709.1",0,0,0,0,0,0,0,0,0
"ENSG00000228319.1",0,0,0,0,0,0,0,0,0
"ENSG00000201665.1",0,0,0,0,0,0,0,0,0
"ENSG00000204919.1",0,0,0,0,0,0,0,0,0
"ENSG00000229665.8",0,0,0,0,0,0,0,0,0
"ENSG00000204918.3",0,0,0,0,0,0,0,0,0
"ENSG00000227151.4",0,0,0,0,0,0,0,0,0
"ENSG00000234278.3",0,0,0,0,0,0,0,0,0
"ENSG00000271140.1",0,0,0,0,0,0,0,0,0
"ENSG00000230009.1",0,0,0,0,0,0,0,0,0
"ENSG00000234421.2",0,0,0,0,0,0,0,0,0
"ENSG00000225352.1",0,0,0,0,0,0,0,0,0
"ENSG00000118946.12",128,255,99,137,283,82,151,298,86
"ENSG00000278722.1",0,0,0,0,0,0,0,0,0
"ENSG00000202422.1",0,0,0,0,0,0,0,0,0
"ENSG00000277448.1",0,0,0,1,0,0,0,0,0
"ENSG00000232954.2",0,0,0,0,0,0,0,0,0
"ENSG00000276208.1",0,0,0,0,0,0,0,0,0
"ENSG00000222733.1",0,0,0,0,0,0,0,0,0
"ENSG00000214335.3",0,0,0,0,1,0,0,0,0
"ENSG00000223717.1",0,0,0,0,0,0,0,0,0
"ENSG00000214281.3",0,0,0,0,0,1,0,0,1
"ENSG00000232647.1",0,0,0,0,0,0,0,0,0
"ENSG00000288015.1",0,3,0,1,4,2,0,1,0
"ENSG00000271190.1",0,0,0,0,0,1,0,0,0
"ENSG00000239003.1",0,0,0,0,0,0,0,0,0
"ENSG00000139734.19",1275,1097,1243,1474,1277,1316,1701,1142,1051
"ENSG00000227528.6",4,10,11,11,7,17,8,9,13
"ENSG00000265745.2",5,3,2,12,1,9,6,3,4
"ENSG00000223815.2",8,6,13,14,7,10,13,9,14
"ENSG00000202151.1",0,0,0,0,0,0,0,0,0
"ENSG00000227336.1",0,0,0,0,0,0,0,0,0
"ENSG00000238213.1",0,0,0,0,0,0,1,0,0
"ENSG00000277549.1",0,0,0,0,0,0,0,0,0
"ENSG00000083544.16",758,759,992,863,870,1030,1126,716,837
"ENSG00000223076.1",0,0,0,0,0,1,0,0,0
"ENSG00000225249.6",1,1,1,0,0,2,2,2,0
"ENSG00000236608.1",1,0,1,0,0,0,0,0,0
"ENSG00000279657.1",0,0,0,1,1,1,0,0,0
"ENSG00000206854.1",0,0,0,0,0,0,0,0,0
"ENSG00000227510.4",0,0,0,0,0,2,1,0,0
"ENSG00000266663.1",0,0,0,0,0,0,0,0,0
"ENSG00000280165.1",1,0,2,2,2,1,0,1,7
"ENSG00000197991.11",0,0,0,0,0,0,0,0,0
"ENSG00000279797.1",0,0,0,0,0,0,0,0,0
"ENSG00000234033.1",0,0,0,0,0,0,0,0,0
"ENSG00000270856.1",0,0,0,0,0,0,0,0,0
"ENSG00000229578.3",0,0,0,0,0,0,0,0,0
"ENSG00000230142.2",0,0,0,0,0,0,0,0,0
"ENSG00000227611.1",0,0,0,0,0,0,0,0,0
"ENSG00000229307.1",0,0,0,0,0,0,0,0,0
"ENSG00000232105.1",0,0,0,0,0,0,0,0,0
"ENSG00000276586.1",0,0,0,0,0,0,0,0,0
"ENSG00000271465.1",0,0,0,0,0,0,0,0,0
"ENSG00000286469.1",0,0,0,0,0,0,0,0,0
"ENSG00000228669.2",0,0,0,0,0,0,0,0,0
"ENSG00000273550.2",0,0,0,0,0,0,0,0,0
"ENSG00000227564.3",0,0,0,0,0,0,0,0,0
"ENSG00000287996.1",0,0,0,0,0,0,0,0,0
"ENSG00000231061.1",0,0,0,0,0,0,0,0,0
"ENSG00000274052.2",0,0,0,0,0,0,0,0,0
"ENSG00000285764.1",0,0,0,0,0,0,0,0,0
"ENSG00000237378.3",0,0,0,0,0,0,0,0,0
"ENSG00000202478.1",0,0,0,0,0,0,0,0,0
"ENSG00000213232.2",0,0,0,0,0,0,0,0,0
"ENSG00000287128.1",0,0,0,0,0,0,0,0,0
"ENSG00000219926.11",0,0,0,0,0,0,0,0,1
"ENSG00000285566.1",0,0,0,0,0,0,0,0,0
"ENSG00000227674.3",0,0,0,0,0,0,0,0,0
"ENSG00000237849.1",0,0,0,0,0,0,0,0,0
"ENSG00000214269.3",0,2,5,1,1,0,2,1,0
"ENSG00000214266.2",0,0,0,0,0,0,0,0,0
"ENSG00000236565.3",3,2,0,1,3,1,2,3,2
"ENSG00000234767.2",0,0,0,0,0,0,0,0,0
"ENSG00000286395.1",0,0,0,0,0,0,0,0,0
"ENSG00000263581.1",0,0,0,0,0,0,0,0,0
"ENSG00000263561.1",0,0,0,0,0,0,0,0,0
"ENSG00000235737.1",0,0,0,0,0,0,0,0,0
"ENSG00000184226.15",1146,4807,1716,1495,5050,1824,1415,4889,1484
"ENSG00000234527.1",0,0,0,0,2,0,0,0,1
"ENSG00000238500.1",0,0,0,0,3,0,1,1,0
"ENSG00000228842.3",1,15,3,4,14,4,2,20,3
"ENSG00000225263.1",1,9,6,5,10,3,0,8,3
"ENSG00000233840.1",3,16,5,1,9,3,0,8,3
"ENSG00000285588.1",6,13,4,5,20,5,4,12,5
"ENSG00000214263.2",0,1,0,0,0,0,1,0,0
"ENSG00000230040.2",0,0,0,0,0,0,0,0,0
"ENSG00000287876.1",0,0,0,0,0,0,0,0,1
"ENSG00000271287.1",0,0,0,0,0,0,0,0,0
"ENSG00000227969.1",0,0,0,0,0,1,0,0,0
"ENSG00000231667.2",0,0,0,0,0,0,0,0,0
"ENSG00000226537.2",0,1,0,0,0,0,0,0,0
"ENSG00000286820.1",0,0,0,0,0,0,0,0,0
"ENSG00000234765.1",0,0,0,0,0,0,0,0,0
"ENSG00000229910.1",0,0,0,0,0,0,0,0,0
"ENSG00000236433.1",0,0,0,0,0,0,0,0,0
"ENSG00000230405.1",0,0,0,0,0,0,0,0,0
"ENSG00000229824.1",0,0,0,0,0,0,0,0,0
"ENSG00000243671.3",0,0,0,0,0,0,0,0,0
"ENSG00000281778.1",0,0,0,0,0,0,0,0,0
"ENSG00000280580.1",0,0,0,0,0,0,0,0,0
"ENSG00000232380.1",1,2,3,3,3,3,1,1,2
"ENSG00000225501.1",0,0,0,0,0,0,0,0,0
"ENSG00000235221.3",0,0,0,0,0,0,0,0,0
"ENSG00000224640.1",0,0,0,0,0,0,0,0,0
"ENSG00000150361.12",0,1,0,0,0,0,0,0,0
"ENSG00000207495.1",0,0,0,0,0,0,0,0,0
"ENSG00000232314.1",0,0,0,0,0,0,0,0,1
"ENSG00000230223.8",0,0,0,0,0,0,0,0,0
"ENSG00000288330.1",0,0,0,0,0,0,0,0,0
"ENSG00000202433.1",0,0,0,0,0,0,0,0,0
"ENSG00000276841.1",0,0,0,0,0,0,0,0,0
"ENSG00000226554.1",0,0,0,0,0,0,0,0,0
"ENSG00000226846.2",0,0,0,0,0,0,0,0,0
"ENSG00000225801.1",0,0,0,0,0,0,0,0,0
"ENSG00000276644.5",627,32,651,701,16,616,800,34,513
"ENSG00000236534.1",11,2,4,5,2,2,3,3,10
"ENSG00000237816.1",1,0,2,6,0,6,0,0,6
"ENSG00000233460.1",5,1,10,10,0,7,7,1,11
"ENSG00000232881.2",0,0,0,0,0,0,0,0,0
"ENSG00000212377.1",0,0,0,0,0,0,0,0,0
"ENSG00000227952.2",0,0,0,0,0,0,0,0,0
"ENSG00000251715.1",0,0,0,0,0,0,0,0,0
"ENSG00000278113.1",0,0,0,0,0,0,0,0,0
"ENSG00000199282.1",0,0,0,0,0,0,0,0,0
"ENSG00000226617.1",7,4,6,9,1,7,2,8,9
"ENSG00000206922.1",3,3,9,2,3,5,4,0,3
"ENSG00000204899.6",1037,789,924,1026,1127,1153,1478,899,837
"ENSG00000136122.18",193,190,258,250,253,297,258,148,219
"ENSG00000083520.15",2498,2484,2770,2717,2811,3022,3234,2419,2486
"ENSG00000083535.16",848,941,1120,966,1061,1221,1224,914,1001
"ENSG00000199381.1",1,2,6,3,2,5,0,4,6
"ENSG00000232041.1",0,0,4,1,0,2,2,0,2
"ENSG00000102554.14",35,40,43,42,39,45,49,25,23
"ENSG00000236972.2",0,0,0,0,0,0,0,1,0
"ENSG00000200267.1",0,0,0,0,0,0,0,0,0
"ENSG00000201253.1",0,0,0,0,0,0,0,0,0
"ENSG00000206697.1",0,0,0,0,0,0,0,0,0
"ENSG00000279754.1",0,1,0,0,0,0,0,0,0
"ENSG00000229708.1",0,0,0,0,0,0,0,0,1
"ENSG00000224853.3",4,4,1,7,1,4,2,1,8
"ENSG00000228295.2",1,0,0,1,0,0,0,0,0
"ENSG00000118922.18",3397,2678,3397,3936,2764,3584,3809,2519,3025
"ENSG00000280348.1",17,28,53,42,21,44,20,23,38
"ENSG00000279463.1",7,6,12,23,7,10,9,12,9
"ENSG00000235532.1",1,6,6,4,4,6,1,4,7
"ENSG00000286330.1",4,5,7,6,7,5,8,1,2
"ENSG00000206617.1",2,1,3,1,0,0,1,1,0
"ENSG00000232701.1",0,0,0,0,0,0,0,1,0
"ENSG00000177596.1",0,0,0,0,0,0,0,0,0
"ENSG00000226240.2",2,0,0,0,0,0,0,0,0
"ENSG00000281167.1",0,0,0,0,0,0,0,0,0
"ENSG00000236678.8",3,0,3,4,6,3,4,1,1
"ENSG00000225944.1",0,0,0,0,0,0,0,0,0
"ENSG00000206812.1",0,0,0,0,0,0,0,0,0
"ENSG00000226665.1",0,0,0,0,0,0,0,0,0
"ENSG00000214249.3",0,1,1,1,2,0,0,3,0
"ENSG00000223880.1",0,0,0,0,0,0,0,0,0
"ENSG00000136111.14",404,634,538,433,733,573,517,666,481
"ENSG00000225203.2",1,1,1,0,0,1,0,1,0
"ENSG00000188243.14",654,673,685,683,791,710,896,712,563
"ENSG00000118939.18",24,31,27,25,38,38,34,32,31
"ENSG00000261553.5",22,20,21,29,29,25,14,29,29
"ENSG00000261105.6",17,29,25,18,23,29,18,12,27
"ENSG00000136153.20",539,573,678,616,633,713,673,576,597
"ENSG00000228444.2",6,6,15,6,6,9,11,11,4
"ENSG00000230902.1",2,3,3,3,2,1,1,4,1
"ENSG00000178734.5",0,0,1,1,1,1,0,1,1
"ENSG00000223458.2",0,0,0,0,1,0,0,0,0
"ENSG00000261206.1",0,0,0,0,0,0,0,0,0
"ENSG00000224933.2",0,0,0,0,0,0,1,0,1
"ENSG00000243274.3",0,0,0,0,0,0,0,0,0
"ENSG00000285572.2",0,4,4,2,6,1,1,8,0
"ENSG00000287018.1",0,1,0,0,0,0,0,0,0
"ENSG00000284809.1",0,0,0,0,0,0,0,0,0
"ENSG00000178695.6",674,7932,1249,729,9237,1303,865,8444,1137
"ENSG00000278727.1",11,38,20,12,53,14,9,48,14
"ENSG00000118903.6",0,1,0,1,0,0,0,0,0
"ENSG00000102794.10",0,1,0,0,0,0,0,0,0
"ENSG00000233873.1",0,0,1,1,0,1,0,0,1
"ENSG00000228002.2",6,2,9,2,0,6,3,3,10
"ENSG00000102805.16",274,369,411,340,361,446,296,327,372
"ENSG00000283208.2",47,62,61,40,46,57,36,49,54
"ENSG00000005812.11",507,766,651,627,909,758,818,703,588
"ENSG00000236051.7",4,10,8,11,13,13,9,15,8
"ENSG00000274898.1",0,3,3,6,9,3,3,5,2
"ENSG00000005810.19",2111,2872,2870,2498,2975,3067,2502,3071,2626
"ENSG00000229521.2",5,6,8,9,6,7,7,6,7
"ENSG00000288716.1",0,0,0,0,0,0,0,0,0
"ENSG00000285714.1",0,0,0,0,0,0,0,0,0
"ENSG00000136155.17",0,0,0,0,0,0,0,0,0
"ENSG00000287270.1",0,0,0,0,0,0,0,0,0
"ENSG00000224347.6",0,0,0,0,0,0,0,0,0
"ENSG00000206800.1",0,0,0,0,0,0,0,0,0
"ENSG00000227922.1",0,0,0,0,0,0,0,0,0
"ENSG00000285746.1",0,0,0,0,0,0,0,0,0
"ENSG00000139737.22",560,495,612,570,579,651,742,509,426
"ENSG00000266325.1",0,0,0,0,0,0,0,0,0
"ENSG00000225579.2",12,7,11,13,12,12,18,10,9
"ENSG00000136160.17",9,11,14,7,8,5,12,8,9
"ENSG00000234377.7",1,1,3,4,4,2,0,3,1
"ENSG00000233379.2",0,0,0,0,0,0,0,0,0
"ENSG00000243035.3",0,0,1,1,0,0,0,0,0
"ENSG00000236133.2",0,0,0,0,1,0,0,0,0
"ENSG00000229249.7",0,0,0,0,0,0,0,0,0
"ENSG00000235625.1",0,0,0,0,0,0,0,0,0
"ENSG00000271386.1",0,0,0,0,0,0,0,0,0
"ENSG00000200686.1",0,0,0,0,0,0,0,0,0
"ENSG00000229865.1",0,0,0,0,0,0,0,0,0
"ENSG00000224686.1",0,0,0,0,0,0,0,0,0
"ENSG00000271776.1",1,0,1,0,0,0,1,2,0
"ENSG00000152192.8",8,7,15,17,5,10,8,1,15
"ENSG00000152193.8",459,369,399,488,442,448,616,374,342
"ENSG00000237109.1",0,0,0,0,0,0,0,0,0
"ENSG00000225427.2",0,0,0,0,0,0,0,0,0
"ENSG00000215357.2",0,0,0,0,0,0,0,0,0
"ENSG00000230584.1",1,0,0,1,0,0,0,0,1
"ENSG00000236277.1",0,0,0,0,0,0,0,0,0
"ENSG00000226670.1",0,0,0,0,0,0,0,0,0
"ENSG00000139746.16",2500,2904,3097,2864,3243,3424,3064,2835,2856
"ENSG00000252496.1",1,5,11,2,3,3,5,5,10
"ENSG00000227354.7",125,138,139,125,152,171,179,130,135
"ENSG00000232132.1",0,0,0,0,0,0,0,0,0
"ENSG00000102471.14",998,1137,967,1080,1443,1139,1362,1220,876
"ENSG00000227676.4",11,6,17,8,9,13,15,14,13
